"","CityCode","State","City","PopExpo","PopPrem","PopClaimRob","PopClaimColl","PopClaimFire","PopClaimOther","LuxExpo","LuxPrem","LuxClaimRob","LuxClaimColl","LuxClaimFire","LuxClaimOther","HDIcity00","CityDens10","StateAb"
"430380",430380,"Rio Grande do Sul","Campinas Do Sul",7.87,4315.91,0,0,0,0,0.86,1152.3,0,0,0,0,0.78,4245,"RS"
"430390",430390,"Rio Grande do Sul","Campo Bom",187.29,127411.44,5,14,0,3,29.41,40613.31,1,1,0,1,0.83,44781,"RS"
"430400",430400,"Rio Grande do Sul","Campo Novo",10.69,8381.81,0,2,0,0,1.03,1586.96,0,0,0,0,0.73,3846,"RS"
"430410",430410,"Rio Grande do Sul","Campos Borges",7.98,4106.18,0,1,0,0,0.69,718.44,0,0,0,0,0.76,2622,"RS"
"430420",430420,"Rio Grande do Sul","Candelaria",33.01,18627.03,0,2,0,0,6.65,6546.64,0,0,0,0,0.75,22507,"RS"
"430430",430430,"Rio Grande do Sul","Candido Godoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,5089,"RS"
"430435",430435,"Rio Grande do Sul","Candiota",3.48,2111.41,0,0,0,0,4.41,5223.96,0,3,0,0,0.81,6045,"RS"
"430440",430440,"Rio Grande do Sul","Canela",91.97,58358.42,0,12,0,0,13.59,12864.72,0,1,0,0,0.81,27937,"RS"
"430450",430450,"Rio Grande do Sul","Cangucu",25.23,17764.08,0,2,0,1,6.1,10108.29,0,0,0,0,0.74,39766,"RS"
"430460",430460,"Rio Grande do Sul","Canoas",961.76,868925.26,16,84,0,11,158.46,277707.94,4,16,0,0,0.81,236519,"RS"
"430461",430461,"Rio Grande do Sul","Canudos Do Vale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436,"RS"
"430462",430462,"Rio Grande do Sul","Capao Bonito Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293,"RS"
"430463",430463,"Rio Grande do Sul","Capao Da Canoa",101.3,64291.31,0,6,0,1,24.95,32007.44,0,5,0,0,0.8,29926,"RS"
"430465",430465,"Rio Grande do Sul","Capao Do Cipo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2278,"RS"
"430466",430466,"Rio Grande do Sul","Capao Do Leao",13.47,8743.67,0,1,0,0,0.6,887.65,0,0,0,0,0.77,17021,"RS"
"430468",430468,"Rio Grande do Sul","Capela De Santana",28.82,16976.69,0,1,0,1,0.5,578.64,0,0,0,0,0.76,8205,"RS"
"430469",430469,"Rio Grande do Sul","Capitao",8,3839.48,0,0,0,0,1.01,1052.89,0,0,0,0,0.78,1995,"RS"
"430467",430467,"Rio Grande do Sul","Capivari Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2869,"RS"
"430471",430471,"Rio Grande do Sul","Caraa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,5595,"RS"
"430470",430470,"Rio Grande do Sul","Carazinho",75.03,50841.24,0,5,0,0,22.76,26654.97,0,2,0,0,0.79,43956,"RS"
"430480",430480,"Rio Grande do Sul","Carlos Barbosa",68.87,44190.84,0,6,0,1,17.95,23175.79,0,3,0,0,0.85,20073,"RS"
"430485",430485,"Rio Grande do Sul","Carlos Gomes",2.47,1219.23,0,0,0,0,0.21,250.49,0,0,0,0,0.78,1225,"RS"
"430490",430490,"Rio Grande do Sul","Casca",31.8,20755.14,0,1,0,0,6.96,7413.36,0,0,0,0,0.82,6864,"RS"
"430495",430495,"Rio Grande do Sul","Caseiros",4.4,2146.05,0,0,0,0,0.5,622.38,0,0,0,0,0.75,2199,"RS"
"430500",430500,"Rio Grande do Sul","Catuipe",6.69,4221.79,0,0,0,0,4.74,4361.56,0,0,0,0,0.79,7200,"RS"
"430510",430510,"Rio Grande do Sul","Caxias Do Sul",1083.32,781352.08,1,110,0,14,310.66,422805.35,4,42,0,4,0.85,332498,"RS"
"430511",430511,"Rio Grande do Sul","Centenario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,2305,"RS"
"430512",430512,"Rio Grande do Sul","Cerrito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,4758,"RS"
"430513",430513,"Rio Grande do Sul","Cerro Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,3439,"RS"
"430515",430515,"Rio Grande do Sul","Cerro Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1746,"RS"
"430517",430517,"Rio Grande do Sul","Cerro Grande Do Sul",12.06,7471.17,0,1,0,0,0.89,898.1,0,0,0,0,0.73,7204,"RS"
"430520",430520,"Rio Grande do Sul","Cerro Largo",25.46,18655.9,0,2,0,0,10.05,10910.69,0,1,0,0,0.8,10165,"RS"
"430530",430530,"Rio Grande do Sul","Chapada",4.82,3161.09,0,0,0,0,1.08,1056.57,0,0,0,0,0.81,7382,"RS"
"430535",430535,"Rio Grande do Sul","Charqueadas",32.41,19406.46,0,10,0,0,4.63,6061.88,0,0,0,0,0.8,27116,"RS"
"430537",430537,"Rio Grande do Sul","Charrua",2.25,1034.52,0,0,0,0,0.16,160.86,0,0,0,0,0.71,2308,"RS"
"430540",430540,"Rio Grande do Sul","Chiapetta",2.82,1607.77,0,0,0,0,0.02,27.78,0,1,0,0,0.76,2940,"RS"
"430543",430543,"Rio Grande do Sul","Chui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,4111,"RS"
"430544",430544,"Rio Grande do Sul","Chuvisca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,3507,"RS"
"430545",430545,"Rio Grande do Sul","Cidreira",50.41,31658.42,0,5,0,0,3.87,4999.55,0,2,0,0,0.8,9330,"RS"
"430550",430550,"Rio Grande do Sul","Ciriaco",10.11,5521.72,0,0,0,0,1.1,1340.05,0,1,0,0,0.76,3690,"RS"
"430558",430558,"Rio Grande do Sul","Colinas",6.44,2817.5,0,0,0,0,1.29,1289.4,0,1,0,0,0.81,1996,"RS"
"430560",430560,"Rio Grande do Sul","Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,2796,"RS"
"430570",430570,"Rio Grande do Sul","Condor",6.08,4623.48,0,0,0,0,1.01,1202.51,0,1,0,0,0.79,4800,"RS"
"430580",430580,"Rio Grande do Sul","Constantina",8.13,7790.94,0,1,0,0,3.31,3594.99,0,0,0,0,0.79,7276,"RS"
"430583",430583,"Rio Grande do Sul","Coqueiro Baixo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256,"RS"
"430585",430585,"Rio Grande do Sul","Coqueiros Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1877,"RS"
"430587",430587,"Rio Grande do Sul","Coronel Barros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,1956,"RS"
"430590",430590,"Rio Grande do Sul","Coronel Bicaco",4.27,2546.78,0,0,0,0,0.75,901.52,0,0,0,0,0.76,5486,"RS"
"430593",430593,"Rio Grande do Sul","Coronel Pilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379,"RS"
"430595",430595,"Rio Grande do Sul","Cotipora",4.73,2254.38,0,0,0,0,0.79,767.02,0,0,0,0,0.82,3177,"RS"
"430597",430597,"Rio Grande do Sul","Coxilha",5.01,3403.67,0,0,0,0,0.5,439.38,0,0,0,0,0.76,2036,"RS"
"430600",430600,"Rio Grande do Sul","Crissiumal",5.33,3828.35,0,1,0,0,0.81,813.68,0,2,0,0,0.78,10631,"RS"
"430605",430605,"Rio Grande do Sul","Cristal",3.13,1876.73,0,0,0,0,1.36,1090.9,0,0,0,0,0.75,5239,"RS"
"430607",430607,"Rio Grande do Sul","Cristal Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2057,"RS"
"430610",430610,"Rio Grande do Sul","Cruz Alta",245.02,191215.25,0,21,0,1,41.48,50279.93,0,5,0,0,0.82,45744,"RS"
"430613",430613,"Rio Grande do Sul","Cruzaltense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,"RS"
"430620",430620,"Rio Grande do Sul","Cruzeiro Do Sul",20.25,9064.11,0,0,0,0,3.47,5127.57,0,0,0,0,0.8,9420,"RS"
"430630",430630,"Rio Grande do Sul","David Canabarro",7.18,4014.65,0,0,0,0,1.49,2010.35,0,1,0,0,0.79,3519,"RS"
"430632",430632,"Rio Grande do Sul","Derrubadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2260,"RS"
"430635",430635,"Rio Grande do Sul","Dezesseis De Novembro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,2088,"RS"
"430637",430637,"Rio Grande do Sul","Dilermando De Aguiar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,"RS"
"430640",430640,"Rio Grande do Sul","Dois Irmaos",119.67,63605.79,0,18,1,2,15.63,20648.16,0,1,0,0,0.81,21218,"RS"
"430642",430642,"Rio Grande do Sul","Dois Irmaos Das Missoes",2.66,1553.87,0,1,0,0,0.09,81.04,0,0,0,0,0.73,1515,"RS"
"430645",430645,"Rio Grande do Sul","Dois Lajeados",5.18,2544.64,0,0,0,0,0.24,233.92,0,0,0,0,0.83,2654,"RS"
"430650",430650,"Rio Grande do Sul","Dom Feliciano",7.12,4666.15,0,1,0,0,5.1,5574.08,0,0,0,0,0.73,10199,"RS"
"430660",430660,"Rio Grande do Sul","Dom Pedrito",47.09,33595.24,0,5,0,0,7.18,11040.28,0,0,0,0,0.78,28363,"RS"
"430655",430655,"Rio Grande do Sul","Dom Pedro De Alcantara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,2006,"RS"
"430670",430670,"Rio Grande do Sul","Dona Francisca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,2510,"RS"
"430673",430673,"Rio Grande do Sul","Doutor Mauricio Cardoso",3.47,2270.14,0,0,0,0,0.1,99.95,0,0,0,0,0.76,4096,"RS"
"430675",430675,"Rio Grande do Sul","Doutor Ricardo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1583,"RS"
"430676",430676,"Rio Grande do Sul","Eldorado Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,23968,"RS"
"430680",430680,"Rio Grande do Sul","Encantado",46.89,21430.93,0,2,0,0,15.49,15975.32,0,2,0,0,0.83,16057,"RS"
"430690",430690,"Rio Grande do Sul","Encruzilhada Do Sul",15.8,9637.74,0,3,0,1,2.16,3137.22,0,0,0,0,0.76,17782,"RS"
"430692",430692,"Rio Grande do Sul","Engenho Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,1018,"RS"
"430693",430693,"Rio Grande do Sul","Entre-ijuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,6673,"RS"
"430695",430695,"Rio Grande do Sul","Entre Rios Do Sul",3.47,1865.19,0,0,0,0,1.39,1670.79,0,0,0,0,0.75,2238,"RS"
"430697",430697,"Rio Grande do Sul","Erebango",2.34,1388.9,0,0,0,0,0.5,404.02,0,0,0,0,0.78,2109,"RS"
"430700",430700,"Rio Grande do Sul","Erechim",189.5,123607.1,2,23,0,1,63.79,84224.36,0,3,0,0,0.82,73480,"RS"
"430705",430705,"Rio Grande do Sul","Ernestina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2320,"RS"
"430720",430720,"Rio Grande do Sul","Erval Grande",7.4,5198.78,0,0,0,0,1.51,1848.13,0,0,0,0,0.74,3796,"RS"
"430730",430730,"Rio Grande do Sul","Erval Seco",3.59,2043.9,0,1,0,0,0.97,792.47,0,0,0,0,0.74,5535,"RS"
"430740",430740,"Rio Grande do Sul","Esmeralda",6.15,3735.03,0,1,0,0,0.5,708.19,0,0,0,0,0.77,2329,"RS"
"430745",430745,"Rio Grande do Sul","Esperanca Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2512,"RS"
"430750",430750,"Rio Grande do Sul","Espumoso",27.59,17856.56,0,1,0,0,6.23,7861.74,0,0,0,0,0.78,11447,"RS"
"430755",430755,"Rio Grande do Sul","Estacao",6.15,3593.6,0,1,0,0,2.33,2968.65,0,0,0,0,0.8,4561,"RS"
"430760",430760,"Rio Grande do Sul","Estancia Velha",143.6,96939.85,0,17,0,1,23.78,32588.37,0,3,0,1,0.8,31729,"RS"
"430770",430770,"Rio Grande do Sul","Esteio",209.95,184240.54,2,22,0,11,32.15,50619.17,0,6,0,0,0.84,59860,"RS"
"430780",430780,"Rio Grande do Sul","Estrela",64.7,34461.24,0,5,0,0,13.23,13475.42,0,0,0,0,0.82,23583,"RS"
"430781",430781,"Rio Grande do Sul","Estrela Velha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,2660,"RS"
"430783",430783,"Rio Grande do Sul","Eugenio De Castro",4.56,3110.72,0,2,0,0,0.04,50.48,0,0,0,0,0.76,2100,"RS"
"430786",430786,"Rio Grande do Sul","Fagundes Varela",3.39,1614.58,0,1,0,0,0.46,505.48,0,0,0,0,0.81,2076,"RS"
"430790",430790,"Rio Grande do Sul","Farroupilha",175.76,113299.66,0,14,0,0,45.61,58698.23,0,3,0,1,0.84,48760,"RS"
"430800",430800,"Rio Grande do Sul","Faxinal Do Soturno",7.41,5429.21,0,2,0,1,2.69,2871.26,0,2,0,1,0.79,5090,"RS"
"430805",430805,"Rio Grande do Sul","Faxinalzinho",1.92,1718.26,0,0,0,0,1.01,1523.99,0,0,0,0,0.74,1836,"RS"
"430807",430807,"Rio Grande do Sul","Fazenda Vilanova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,2717,"RS"
"430810",430810,"Rio Grande do Sul","Feliz",43.39,23011.83,0,6,0,0,6.07,6055.33,0,1,0,0,0.83,9717,"RS"
"430820",430820,"Rio Grande do Sul","Flores Da Cunha",72.93,43132.42,0,7,0,0,19.47,22712.06,0,3,0,0,0.83,21099,"RS"
"430825",430825,"Rio Grande do Sul","Floriano Peixoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,1562,"RS"
"430830",430830,"Rio Grande do Sul","Fontoura Xavier",5.04,2494.63,0,0,0,0,1.95,2483.76,0,0,0,0,0.73,7375,"RS"
"430840",430840,"Rio Grande do Sul","Formigueiro",3.62,2956.31,0,0,0,0,0.75,479.6,0,0,0,0,0.74,5298,"RS"
"430843",430843,"Rio Grande do Sul","Forquetinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039,"RS"
"430845",430845,"Rio Grande do Sul","Fortaleza Dos Valos",11.28,5573.48,0,0,0,1,2.04,2515.1,0,0,0,0,0.82,3360,"RS"
"430850",430850,"Rio Grande do Sul","Frederico Westphalen",143.14,111990.4,0,17,1,0,36.53,35930.86,0,3,0,1,0.83,21631,"RS"
"430860",430860,"Rio Grande do Sul","Garibaldi",108.05,71841.72,1,12,0,1,28.41,32720.72,0,3,0,0,0.84,24463,"RS"
"430865",430865,"Rio Grande do Sul","Garruchos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2313,"RS"
"430870",430870,"Rio Grande do Sul","Gaurama",9.06,4869.68,0,1,0,0,1.21,1535.96,0,0,0,0,0.81,4545,"RS"
"430880",430880,"Rio Grande do Sul","General Camara",8.91,5143.96,0,1,0,2,0.69,1018.35,0,0,0,0,0.78,6196,"RS"
"430885",430885,"Rio Grande do Sul","Gentil",5.55,2826.01,0,0,0,0,0.35,283.82,0,0,0,0,0.78,1278,"RS"
"430890",430890,"Rio Grande do Sul","Getulio Vargas",27.84,20370.14,0,2,0,0,8.07,8392.65,0,0,0,0,0.79,12397,"RS"
"430900",430900,"Rio Grande do Sul","Girua",12.83,9964.15,0,0,0,0,2.27,4318.5,0,0,0,1,0.77,12598,"RS"
"430905",430905,"Rio Grande do Sul","Glorinha",34.35,25892.51,1,2,0,0,6.29,9035.56,0,0,0,0,0.78,5181,"RS"
"430910",430910,"Rio Grande do Sul","Gramado",118.5,73477.13,0,12,0,0,21.19,30256.7,0,0,0,0,0.84,24334,"RS"
"430912",430912,"Rio Grande do Sul","Gramado Dos Loureiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,1603,"RS"
"430915",430915,"Rio Grande do Sul","Gramado Xavier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,2667,"RS"
"430920",430920,"Rio Grande do Sul","Gravatai",453.22,411865.12,1,35,0,20,54.21,95881.67,1,3,0,1,0.81,185013,"RS"
"430925",430925,"Rio Grande do Sul","Guabiju",7.82,4716.54,0,1,0,0,0.97,1342.91,0,0,0,0,0.82,1269,"RS"
"430930",430930,"Rio Grande do Sul","Guaiba",227.86,171218.82,1,16,0,7,40.86,58455.32,1,1,0,0,0.81,68958,"RS"
"430940",430940,"Rio Grande do Sul","Guapore",63.79,46098.09,1,7,0,0,15.62,17670.65,0,0,0,1,0.82,17641,"RS"
"430950",430950,"Rio Grande do Sul","Guarani Das Missoes",6.69,4860.9,0,1,0,0,0.5,1189.46,0,0,0,0,0.77,6178,"RS"
"430955",430955,"Rio Grande do Sul","Harmonia",25.84,10613.08,0,2,0,0,2.94,2215.41,0,2,0,0,0.83,3280,"RS"
"430710",430710,"Rio Grande do Sul","Herval",4.04,2665.15,0,1,0,0,0.38,422.37,0,0,0,0,0.75,4857,"RS"
"430957",430957,"Rio Grande do Sul","Herveiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,2057,"RS"
"430960",430960,"Rio Grande do Sul","Horizontina",29.83,24992.98,0,4,0,0,8.66,9636.65,0,0,0,0,0.82,14137,"RS"
"430965",430965,"Rio Grande do Sul","Hulha Negra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,4105,"RS"
"430970",430970,"Rio Grande do Sul","Humaita",5.91,3071.31,0,1,0,0,0.5,680.19,0,1,0,0,0.8,3809,"RS"
"430975",430975,"Rio Grande do Sul","Ibarama",2.1,868.12,0,0,0,0,0.43,445.93,0,0,0,0,0.74,3131,"RS"
"430980",430980,"Rio Grande do Sul","Ibiaca",3.4,1870.05,0,0,0,0,0.5,744.04,0,0,0,0,0.83,3695,"RS"
"430990",430990,"Rio Grande do Sul","Ibiraiaras",8.29,6008.87,0,0,0,0,2.68,2415.39,0,0,0,0,0.8,5310,"RS"
"430995",430995,"Rio Grande do Sul","Ibirapuita",4.46,2995.56,0,0,0,0,0.21,101.88,0,0,0,0,0.71,2919,"RS"
"431000",431000,"Rio Grande do Sul","Ibiruba",63.83,40246,0,2,0,0,15.45,19042.78,0,0,0,0,0.82,14906,"RS"
"431010",431010,"Rio Grande do Sul","Igrejinha",78.5,50331.39,0,7,0,0,8.26,11253.02,0,0,0,0,0.82,23209,"RS"
"431020",431020,"Rio Grande do Sul","Ijui",280.66,218933.81,1,35,0,0,77.7,81258.13,0,6,0,2,0.8,59636,"RS"
"431030",431030,"Rio Grande do Sul","Ilopolis",2.24,1064.55,0,0,0,0,0.53,469.22,0,0,0,0,0.79,3108,"RS"
"431033",431033,"Rio Grande do Sul","Imbe",54.66,36929.35,0,6,0,0,8.41,9047.45,0,0,0,0,0.81,13202,"RS"
"431036",431036,"Rio Grande do Sul","Imigrante",4,1912.66,0,0,0,0,1.28,2652.01,0,0,0,0,0.82,2486,"RS"
"431040",431040,"Rio Grande do Sul","Independencia",19.26,14053.42,0,4,0,0,0.92,469.4,0,0,0,0,0.78,4912,"RS"
"431041",431041,"Rio Grande do Sul","Inhacora",3.67,2417.46,0,0,0,0,0.5,657.57,0,0,0,0,0.75,1630,"RS"
"431043",431043,"Rio Grande do Sul","Ipe",5.95,2743.34,0,1,0,0,0.75,1076.73,0,0,0,0,0.78,4686,"RS"
"431046",431046,"Rio Grande do Sul","Ipiranga Do Sul",3.7,1938.18,0,0,0,0,0.24,201.72,0,0,0,0,0.82,1555,"RS"
"431050",431050,"Rio Grande do Sul","Irai",5.57,3494.03,0,0,0,0,0.89,1675.22,0,2,0,0,0.77,5857,"RS"
"431053",431053,"Rio Grande do Sul","Itaara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,3675,"RS"
"431055",431055,"Rio Grande do Sul","Itacurubi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,2483,"RS"
"431057",431057,"Rio Grande do Sul","Itapuca",2.67,1427.46,0,0,0,0,0.5,877.26,0,0,0,0,0.72,1664,"RS"
"431060",431060,"Rio Grande do Sul","Itaqui",23.2,17288.71,0,2,0,0,5.23,9712.07,0,1,0,1,0.8,26270,"RS"
"431065",431065,"Rio Grande do Sul","Itati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,"RS"
"431070",431070,"Rio Grande do Sul","Itatiba Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,3039,"RS"
"431075",431075,"Rio Grande do Sul","Ivora",0.5,211.98,0,0,0,0,0.12,224.03,0,0,0,0,0.77,1660,"RS"
"431080",431080,"Rio Grande do Sul","Ivoti",84.96,48570.29,0,8,0,0,12.99,15830.91,0,1,0,0,0.85,15454,"RS"
"431085",431085,"Rio Grande do Sul","Jaboticaba",6.68,4336.83,0,1,0,0,0.44,272.11,0,0,0,0,0.73,2902,"RS"
"431087",431087,"Rio Grande do Sul","Jacuizinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810,"RS"
"431090",431090,"Rio Grande do Sul","Jacutinga",8.39,8261.22,0,1,0,0,1.37,1418.11,0,0,0,0,0.8,2805,"RS"
"431100",431100,"Rio Grande do Sul","Jaguarao",17.21,12148.46,0,0,0,2,7.05,11693.04,0,3,0,0,0.76,20591,"RS"
"431110",431110,"Rio Grande do Sul","Jaguari",7.78,4750.77,0,0,0,0,3.77,5680.39,0,0,0,0,0.79,8946,"RS"
"431112",431112,"Rio Grande do Sul","Jaquirana",4.65,2734.71,0,0,0,0,0.5,285.55,0,0,0,0,0.73,2823,"RS"
"431113",431113,"Rio Grande do Sul","Jari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2651,"RS"
"431115",431115,"Rio Grande do Sul","Joia",21.58,16833.51,0,3,0,0,0.5,552.71,0,0,0,0,0.77,5961,"RS"
"431120",431120,"Rio Grande do Sul","Julio De Castilhos",26.19,13897,0,4,0,0,3.81,4595.16,0,0,0,0,0.8,14001,"RS"
"431123",431123,"Rio Grande do Sul","Lagoa Bonita Do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,"RS"
"431127",431127,"Rio Grande do Sul","Lagoa Dos Tres Cantos",5.6,3097.79,0,0,0,0,0.02,14.95,0,0,0,0,0.83,1294,"RS"
"431130",431130,"Rio Grande do Sul","Lagoa Vermelha",54.47,36166.83,0,6,0,0,10.64,13099.32,0,0,0,0,0.75,20090,"RS"
"431125",431125,"Rio Grande do Sul","Lagoao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,4266,"RS"
"431140",431140,"Rio Grande do Sul","Lajeado",244.47,141179.86,0,24,0,0,73.32,81020.17,1,7,0,1,0.83,55198,"RS"
"431142",431142,"Rio Grande do Sul","Lajeado Do Bugre",0.85,662.85,0,0,0,0,0.5,389.11,0,0,0,0,0.71,1696,"RS"
"431150",431150,"Rio Grande do Sul","Lavras Do Sul",3.87,3431.57,0,1,0,1,0.5,685.61,0,0,0,0,0.77,5527,"RS"
"431160",431160,"Rio Grande do Sul","Liberato Salzano",3.32,1643.58,0,0,0,0,0.04,66.1,0,0,0,0,0.72,4251,"RS"
"431162",431162,"Rio Grande do Sul","Lindolfo Collor",18.49,10737.26,0,2,0,0,2.2,1849.92,0,0,0,0,0.8,3803,"RS"
"431164",431164,"Rio Grande do Sul","Linha Nova",6.62,3360.5,0,0,0,0,0.09,87.63,0,0,0,0,0.81,1296,"RS"
"431171",431171,"Rio Grande do Sul","Macambara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,3235,"RS"
"431170",431170,"Rio Grande do Sul","Machadinho",5.53,2491,0,0,0,0,0.5,543.81,0,0,0,0,0.73,4042,"RS"
"431173",431173,"Rio Grande do Sul","Mampituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,2151,"RS"
"431175",431175,"Rio Grande do Sul","Manoel Viana",5.87,2857.54,0,0,0,0,0.5,420.87,0,0,0,0,0.75,5142,"RS"
"431177",431177,"Rio Grande do Sul","Maquine",12.95,8844.1,0,2,0,0,1.39,2160.86,0,1,0,0,0.76,5036,"RS"
"431179",431179,"Rio Grande do Sul","Marata",9.5,5082.14,0,2,0,0,0.68,494.78,0,0,0,0,0.81,1975,"RS"
"431180",431180,"Rio Grande do Sul","Marau",77.26,53478.21,0,4,0,0,15.84,16415.8,0,0,0,0,0.83,27825,"RS"
"431190",431190,"Rio Grande do Sul","Marcelino Ramos",5.9,3261.32,0,0,0,0,0.2,189.72,0,0,0,0,0.79,3865,"RS"
"431198",431198,"Rio Grande do Sul","Mariana Pimentel",11.34,9926.33,0,1,0,0,2.45,4013.67,0,0,0,0,0.78,2892,"RS"
"431200",431200,"Rio Grande do Sul","Mariano Moro",2.53,1096.19,0,0,0,0,0.28,887,0,0,0,0,0.79,1679,"RS"
"431205",431205,"Rio Grande do Sul","Marques De Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,3247,"RS"
"431210",431210,"Rio Grande do Sul","Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,3833,"RS"
"431213",431213,"Rio Grande do Sul","Mato Castelhano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1849,"RS"
"431215",431215,"Rio Grande do Sul","Mato Leitao",5.07,2548.26,0,1,0,0,1,1036.59,0,0,0,0,0.8,3002,"RS"
"431217",431217,"Rio Grande do Sul","Mato Queimado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358,"RS"
"431220",431220,"Rio Grande do Sul","Maximiliano De Almeida",3.95,2503.09,0,0,0,0,0.79,1583.84,0,0,0,0,0.74,3613,"RS"
"431225",431225,"Rio Grande do Sul","Minas Do Leao",5.66,4899.7,0,0,0,0,1.77,1274.14,0,0,0,0,0.72,5407,"RS"
"431230",431230,"Rio Grande do Sul","Miraguai",5.18,3283.22,0,2,0,0,0.18,371.61,0,0,0,0,0.72,3516,"RS"
"431235",431235,"Rio Grande do Sul","Montauri",4.3,2338.48,0,0,0,0,0.07,87.07,0,0,0,0,0.82,1254,"RS"
"431237",431237,"Rio Grande do Sul","Monte Alegre Dos Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,2149,"RS"
"431238",431238,"Rio Grande do Sul","Monte Belo Do Sul",7.76,4678.62,0,2,0,0,1.22,1062.17,0,0,0,0,0.82,2210,"RS"
"431240",431240,"Rio Grande do Sul","Montenegro",210.95,122255.22,0,13,0,0,44.17,50628.79,0,2,0,0,0.83,44287,"RS"
"431242",431242,"Rio Grande do Sul","Mormaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,2041,"RS"
